station name: LODI WWTP,,,,,,,,,,
station identifier: 474790,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
12/18/09,27,11,0,0,8,8,8,8,0,8
12/19/09,32,22,0,0,7,8,8,8,0,8
12/20/09,30,15,T,T,7,8,8,8,0,8
12/21/09,28,19,0,0,7,8,8,8,0,8
12/22/09,26,22,0.1,1.3,8,8,8,8,0,8
12/23/09,30,22,0.09,1.5,9,8,8,8,0,8
12/24/09,33,27,0.62,2.3,10,8,8,8,0,8
12/25/09,38,33,0.9,0,6,8,8,8,0,8
12/26/09,41,11,0.18,0.5,6,8,8,8,0,8
12/27/09,24,4,0.05,1.4,7,8,8,8,0,8
12/28/09,25,4,T,T,7,8,8,8,0,8
12/29/09,28,-1,0,0,7,8,8,8,0,8
12/30/09,21,-1,0,0,6,8,8,8,0,8
12/31/09,30,18,0.08,1.1,7,8,8,8,0,8
1/1/10,22,-2,0,0,7,8,8,8,0,8
1/2/10,17,-5,0,0,7,8,8,8,0,8
1/3/10,8,-12,0,0,7,8,8,8,0,8
1/4/10,12,-3,0,0,7,8,8,8,0,8
1/5/10,18,5,0,0,7,8,8,8,0,8
1/6/10,20,1,0,0,7,8,8,8,0,8
1/7/10,21,6,0.13,2.2,9,8,8,8,0,8
1/8/10,26,14,0.35,3.5,12,8,8,8,0,8
1/9/10,26,-13,0,0,12,8,8,8,0,8
1/10/10,17,-9,0,0,11,8,8,8,0,8
1/11/10,19,1,0,0,11,8,8,8,0,8
1/12/10,27,-1,0,0,10,8,8,8,0,8
1/13/10,29,-1,0,0,10,8,8,8,0,8
1/14/10,36,18,0,0,9,8,8,8,0,8
1/15/10,40,18,0,0,8,8,8,8,0,8
1/16/10,29,22,0,0,8,8,8,8,0,8
1/17/10,30,21,0,0,8,8,8,8,0,8
1/18/10,30,13,0,0,8,8,8,8,0,8
1/19/10,34,6,0,0,8,8,8,8,0,8
1/20/10,31,5,0,0,8,8,8,8,0,8
1/21/10,30,25,0,0,8,8,8,8,0,8
1/22/10,31,27,T,T,8,8,8,8,0,8
1/23/10,34,27,0,0,8,8,8,8,0,8
1/24/10,38,34,0.45,0,6,8,8,8,0,8
1/25/10,37,29,0.12,0,5,8,8,8,0,8
1/26/10,31,20,T,T,4,8,8,8,0,8
1/27/10,31,4,0,0,4,8,8,8,0,8
1/28/10,24,3,0,0,4,8,8,8,0,8
1/29/10,10,-6,0,0,4,8,8,8,0,8
1/30/10,14,-6,0,0,4,8,8,8,0,8
1/31/10,23,0,0,0,4,8,8,8,0,8
2/1/10,23,2,0,0,4,8,8,8,0,8
2/2/10,25,11,0.17,2,6,8,8,8,0,8
2/3/10,33,21,T,T,6,8,8,8,0,8
2/4/10,31,10,0,0,6,8,8,8,0,8
2/5/10,32,21,T,T,5,8,8,8,0,8
2/6/10,33,22,T,T,5,8,8,8,0,8
2/7/10,26,10,0,0,4,8,8,8,0,8
2/8/10,28,17,0.07,0.5,4,8,8,8,0,8
2/9/10,28,15,0.23,3,8,8,8,8,0,8
2/10/10,26,18,0.24,3,10,8,8,8,0,8
2/11/10,30,-5,0,0,9,8,8,8,0,8
2/12/10,29,-5,0,0,8,8,8,8,0,8
2/13/10,30,-3,0,0,8,8,8,8,0,8
2/14/10,31,-3,0,0,8,8,8,8,0,8
2/15/10,31,-3,0,0,8,8,8,8,0,8
2/16/10,29,16,0.06,1,9,8,8,8,0,8
2/17/10,35,24,0,0,8,8,8,8,0,8
2/18/10,36,11,0,0,7,8,8,8,0,8
2/19/10,39,4,0,0,6,8,8,8,0,8
2/20/10,41,5,0.05,1,6,8,8,8,0,8
2/21/10,34,26,T,T,6,8,8,8,0,8
2/22/10,36,26,0.07,0.5,6,8,8,8,0,8
2/23/10,34,26,0.11,0.1,7,8,8,8,0,8
2/24/10,35,17,T,T,7,8,8,8,0,8
2/25/10,28,2,0,0,7,8,8,8,0,8
2/26/10,29,2,0,0,7,8,8,8,0,8
2/27/10,35,9,0,0,6,8,8,8,0,8
2/28/10,41,26,0,0,5,8,8,8,0,8
3/1/10,37,29,0,0,5,8,8,8,0,8
3/2/10,40,13,0,0,4,8,8,8,0,8
3/3/10,40,9,0,0,4,8,8,8,0,8
3/4/10,41,9,0,0,3,8,8,8,0,8
3/5/10,45,12,0,0,3,8,8,8,0,8
3/6/10,44,13,0,0,3,8,8,8,0,8
3/7/10,46,15,T,0,2,8,8,8,0,8
3/8/10,48,24,0,0,2,8,8,8,0,8
3/9/10,48,24,0,0,1,8,8,8,0,8
3/10/10,43,35,0.35,0,T,8,8,8,0,8
3/11/10,47,35,0.07,0,T,8,8,8,0,8
3/12/10,48,35,0.18,0,0,8,8,8,0,8
3/13/10,50,40,T,0,0,8,8,8,0,8
3/14/10,43,40,0.07,0,0,8,8,8,0,8
3/15/10,60,30,0,0,0,8,8,8,0,8
3/16/10,61,29,0,0,0,8,8,8,0,8
3/17/10,64,27,0,0,0,8,8,8,0,8
3/18/10,66,27,0,0,0,8,8,8,0,8
3/19/10,66,40,0,0,0,8,8,8,0,8
3/20/10,53,28,0.21,2.5,2,8,8,8,0,8
3/21/10,42,23,0,0,0,8,8,8,0,8
3/22/10,52,23,0,0,0,8,8,8,0,8
3/23/10,56,23,0,0,0,8,8,8,0,8
3/24/10,62,24,0,0,0,8,8,8,0,8
3/25/10,62,24,0,0,0,8,8,8,0,8
3/26/10,44,18,0,0,0,8,8,8,0,8
3/27/10,47,19,0,0,0,8,8,8,0,8
3/28/10,49,29,T,0,0,8,8,8,0,8
3/29/10,54,22,0,0,0,8,8,8,0,8
3/30/10,55,22,0,0,0,8,8,8,0,8
3/31/10,69,22,0,0,0,8,8,8,0,8
4/1/10,77,46,0,0,0,8,8,8,0,8
4/2/10,83,46,0,0,0,8,8,8,0,8
4/3/10,77,47,0.13,0,0,8,8,8,0,8
4/4/10,61,40,0,0,0,8,8,8,0,8
4/5/10,69,36,0,0,0,8,8,8,0,8
4/6/10,69,37,0.89,0,0,8,8,8,0,8
4/7/10,56,44,1.37,0,0,8,8,8,0,8
4/8/10,49,33,1,0,0,8,8,8,0,8
4/9/10,40,23,0,0,0,8,8,8,0,8
4/10/10,59,23,0,0,0,8,8,8,0,8
4/11/10,65,40,0.1,0,0,8,8,8,0,8
4/12/10,69,39,0,0,0,8,8,8,0,8
4/13/10,62,44,0.07,0,0,8,8,8,0,8
4/14/10,64,44,0,0,0,8,8,8,0,8
4/15/10,82,44,0,0,0,8,8,8,0,8
4/16/10,81,49,0.07,0,0,8,8,8,0,8
4/17/10,62,41,0,0,0,8,8,8,0,8
4/18/10,62,29,0,0,0,8,8,8,0,8
4/19/10,63,29,0,0,0,8,8,8,0,8
4/20/10,63,33,0,0,0,8,8,8,0,8
4/21/10,68,36,0,0,0,8,8,8,0,8
4/22/10,63,31,0,0,0,8,8,8,0,8
4/23/10,66,33,0,0,0,8,8,8,0,8
4/24/10,67,38,0.34,0,0,8,8,8,0,8
4/25/10,52,46,0.62,0,0,8,8,8,0,8
4/26/10,52,39,0.05,0,0,8,8,8,0,8
4/27/10,66,39,0,0,0,8,8,8,0,8
4/28/10,66,30,0,0,0,8,8,8,0,8
4/29/10,65,32,0,0,0,8,8,8,0,8
4/30/10,78,52,0,0,0,8,8,8,0,8
5/1/10,78,53,1.13,0,0,8,8,8,0,8
5/2/10,72,53,T,0,0,8,8,8,0,8
5/3/10,74,44,0.04,0,0,8,8,8,0,8
5/4/10,67,42,0,0,0,8,8,8,0,8
5/5/10,82,45,0.14,0,0,8,8,8,0,8
5/6/10,67,42,0,0,0,8,8,8,0,8
5/7/10,65,45,T,0,0,8,8,8,0,8
5/8/10,45,37,0.65,0,0,8,8,8,0,8
5/9/10,49,29,0.05,0,0,8,8,8,0,8
5/10/10,59,33,0,0,0,8,8,8,0,8
5/11/10,61,39,0.57,0,0,8,8,8,0,8
5/12/10,61,41,0.16,0,0,8,8,8,0,8
5/13/10,49,44,1.27,0,0,8,8,8,0,8
5/14/10,67,46,T,0,0,8,8,8,0,8
5/15/10,67,39,0,0,0,8,8,8,0,8
5/16/10,69,39,0,0,0,8,8,8,0,8
5/17/10,66,46,0,0,0,8,8,8,0,8
5/18/10,70,41,0,0,0,8,8,8,0,8
5/19/10,75,40,0,0,0,8,8,8,0,8
5/20/10,82,44,0,0,0,8,8,8,0,8
5/21/10,82,44,0.32,0,0,8,8,8,0,8
5/22/10,66,54,T,0,0,8,8,8,0,8
5/23/10,80,58,T,0,0,8,8,8,0,8
5/24/10,92,67,0,0,0,8,8,8,0,8
5/25/10,94,67,0,0,0,8,8,8,0,8
5/26/10,88,61,0.1,0,0,8,8,8,0,8
5/27/10,85,61,0.05,0,0,8,8,8,0,8
5/28/10,82,49,0,0,0,8,8,8,0,8
5/29/10,86,53,0,0,0,8,8,8,0,8
5/30/10,90,60,0,0,0,8,8,8,0,8
5/31/10,91,61,0,0,0,8,8,8,0,8
6/1/10,91,49,0,0,0,8,8,8,0,8
6/2/10,85,57,0.06,0,0,8,8,8,0,8
6/3/10,80,54,0.79,0,0,8,8,8,0,8
6/4/10,75,56,0.28,0,0,8,8,8,0,8
6/5/10,81,57,0.03,0,0,8,8,8,0,8
6/6/10,79,53,0.95,0,0,8,8,8,0,8
6/7/10,74,54,T,0,0,8,8,8,0,8
6/8/10,76,53,0.32,0,0,8,8,8,0,8
6/9/10,63,53,0.45,0,0,8,8,8,0,8
6/10/10,79,51,0,0,0,8,8,8,0,8
6/11/10,79,51,0.45,0,0,8,8,8,0,8
6/12/10,87,59,0,0,0,8,8,8,0,8
6/13/10,72,62,0,0,0,8,8,8,0,8
6/14/10,74,62,0,0,0,8,8,8,0,8
6/15/10,70,60,0.13,0,0,8,8,8,0,8
6/16/10,73,59,1.74,0,0,8,8,8,0,8
6/17/10,79,58,0,0,0,8,8,8,0,8
6/18/10,86,65,0.19,0,0,8,8,8,0,8
6/19/10,83,63,T,0,0,8,8,8,0,8
6/20/10,80,58,0,0,0,8,8,8,0,8
6/21/10,81,60,0,0,0,8,8,8,0,8
6/22/10,81,60,0.37,0,0,8,8,8,0,8
6/23/10,89,67,2,0,0,8,8,8,0,8
6/24/10,83,62,0,0,0,8,8,8,0,8
6/25/10,82,58,0,0,0,8,8,8,0,8
6/26/10,85,62,0.74,0,0,8,8,8,0,8
6/27/10,86,67,0.51,0,0,8,8,8,0,8
6/28/10,82,63,0.07,0,0,8,8,8,0,8
6/29/10,77,53,0,0,0,8,8,8,0,8
6/30/10,74,48,0,0,0,8,8,8,0,8
7/1/10,77,53,0,0,0,8,8,8,0,8
7/2/10,82,58,0,0,0,8,8,8,0,8
7/3/10,84,61,0,0,0,8,8,8,0,8
7/4/10,88,61,0,0,0,8,8,8,0,8
7/5/10,87,70,0.17,0,0,8,8,8,0,8
7/6/10,80,71,0.87,0,0,8,8,8,0,8
7/7/10,85,68,0.07,0,0,8,8,8,0,8
7/8/10,86,69,0.26,0,0,8,8,8,0,8
7/9/10,86,61,0,0,0,8,8,8,0,8
7/10/10,85,61,0,0,0,8,8,8,0,8
7/11/10,87,63,0,0,0,8,8,8,0,8
7/12/10,82,62,T,0,0,8,8,8,0,8
7/13/10,79,61,0,0,0,8,8,8,0,8
7/14/10,87,64,0,0,0,8,8,8,0,8
7/15/10,92,69,3,0,0,8,8,8,0,8
7/16/10,92,61,0,0,0,8,8,8,0,8
7/17/10,89,67,0,0,0,8,8,8,0,8
7/18/10,90,67,0.13,0,0,8,8,8,0,8
7/19/10,85,63,0,0,0,8,8,8,0,8
7/20/10,85,60,0.14,0,0,8,8,8,0,8
7/21/10,84,64,0,0,0,8,8,8,0,8
7/22/10,85,64,0.05,0,0,8,8,8,0,8
7/23/10,79,66,3.68,0,0,8,8,8,0,8
7/24/10,85,68,0.77,0,0,8,8,8,0,8
7/25/10,83,65,0,0,0,8,8,8,0,8
7/26/10,84,58,0,0,0,8,8,8,0,8
7/27/10,86,62,0,0,0,8,8,8,0,8
7/28/10,90,69,0.73,0,0,8,8,8,0,8
7/29/10,83,58,0,0,0,8,8,8,0,8
7/30/10,83,58,0,0,0,8,8,8,0,8
7/31/10,75,63,0.01,0,0,8,8,8,0,8
8/1/10,82,61,0,0,0,8,8,8,0,8
8/2/10,88,62,0,0,0,8,8,8,0,8
8/3/10,83,68,T,0,0,8,8,8,0,8
8/4/10,90,69,0,0,0,8,8,8,0,8
8/5/10,85,64,0,0,0,8,8,8,0,8
8/6/10,80,56,0,0,0,8,8,8,0,8
8/7/10,82,57,0,0,0,8,8,8,0,8
8/8/10,83,57,1.32,0,0,8,8,8,0,8
8/9/10,83,69,1.35,0,0,8,8,8,0,8
8/10/10,90,68,0,0,0,8,8,8,0,8
8/11/10,90,68,0,0,0,8,8,8,0,8
8/12/10,86,67,0,0,0,8,8,8,0,8
8/13/10,94,68,0,0,0,8,8,8,0,8
8/14/10,78,66,0.59,0,0,8,8,8,0,8
8/15/10,86,64,T,0,0,8,8,8,0,8
8/16/10,78,57,0,0,0,8,8,8,0,8
8/17/10,79,56,0,0,0,8,8,8,0,8
8/18/10,71,56,0,0,0,8,8,8,0,8
8/19/10,82,56,0,0,0,8,8,8,0,8
8/20/10,87,63,0,0,0,8,8,8,0,8
8/21/10,89,67,0.53,0,0,8,8,8,0,8
8/22/10,81,63,0,0,0,8,8,8,0,8
8/23/10,85,58,0,0,0,8,8,8,0,8
8/24/10,86,58,0,0,0,8,8,8,0,8
8/25/10,77,50,T,0,0,8,8,8,0,8
8/26/10,77,47,0,0,0,8,8,8,0,8
8/27/10,78,49,0,0,0,8,8,8,0,8
8/28/10,85,57,0,0,0,8,8,8,0,8
8/29/10,86,55,0,0,0,8,8,8,0,8
8/30/10,91,56,0,0,0,8,8,8,0,8
8/31/10,86,70,0,0,0,8,8,8,0,8
9/1/10,86,67,2.54,0,0,8,8,8,0,8
9/2/10,80,63,T,0,0,8,8,8,0,8
9/3/10,82,57,0.53,0,0,8,8,8,0,8
9/4/10,61,48,0.07,0,0,8,8,8,0,8
9/5/10,65,42,0,0,0,8,8,8,0,8
9/6/10,75,54,0.05,0,0,8,8,8,0,8
9/7/10,78,57,0,0,0,8,8,8,0,8
9/8/10,65,46,0,0,0,8,8,8,0,8
9/9/10,67,46,0,0,0,8,8,8,0,8
9/10/10,65,47,0,0,0,8,8,8,0,8
9/11/10,75,52,0.11,0,0,8,8,8,0,8
9/12/10,73,48,0.05,0,0,8,8,8,0,8
9/13/10,81,48,0,0,0,8,8,8,0,8
9/14/10,75,45,0,0,0,8,8,8,0,8
9/15/10,74,46,0,0,0,8,8,8,0,8
9/16/10,78,49,0.26,0,0,8,8,8,0,8
9/17/10,65,49,0,0,0,8,8,8,0,8
9/18/10,75,49,0.25,0,0,8,8,8,0,8
9/19/10,61,46,0.13,0,0,8,8,8,0,8
9/20/10,59,49,T,0,0,8,8,8,0,8
9/21/10,74,55,0,0,0,8,8,8,0,8
9/22/10,77,56,0.07,0,0,8,8,8,0,8
9/23/10,77,56,0,0,0,8,8,8,0,8
9/24/10,85,57,0.3,0,0,8,8,8,0,8
9/25/10,65,48,0,0,0,8,8,8,0,8
9/26/10,58,39,0,0,0,8,8,8,0,8
9/27/10,63,34,0,0,0,8,8,8,0,8
9/28/10,66,35,0,0,0,8,8,8,0,8
9/29/10,69,35,0,0,0,8,8,8,0,8
9/30/10,76,45,0,0,0,8,8,8,0,8
10/1/10,69,39,0,0,0,8,8,8,0,8
10/2/10,73,39,0.05,0,0,8,8,8,0,8
10/3/10,73,30,0,0,0,8,8,8,0,8
10/4/10,58,30,0,0,0,8,8,8,0,8
10/5/10,64,30,0,0,0,8,8,8,0,8
10/6/10,69,31,0,0,0,8,8,8,0,8
10/7/10,75,35,0,0,0,8,8,8,0,8
10/8/10,76,35,0,0,0,8,8,8,0,8
10/9/10,81,39,0,0,0,8,8,8,0,8
10/10/10,85,46,0,0,0,8,8,8,0,8
10/11/10,84,46,0,0,0,8,8,8,0,8
10/12/10,78,44,0,0,0,8,8,8,0,8
10/13/10,79,44,T,0,0,8,8,8,0,8
10/14/10,65,33,0,0,0,8,8,8,0,8
10/15/10,66,35,0,0,0,8,8,8,0,8
10/16/10,62,34,0,0,0,8,8,8,0,8
10/17/10,71,35,0,0,0,8,8,8,0,8
10/18/10,61,39,0,0,0,8,8,8,0,8
10/19/10,58,29,0,0,0,8,8,8,0,8
10/20/10,60,29,0,0,0,8,8,8,0,8
10/21/10,69,33,0,0,0,8,8,8,0,8
10/22/10,54,25,0,0,0,8,8,8,0,8
10/23/10,65,25,0.16,0,0,8,8,8,0,8
10/24/10,63,52,0.5,0,0,8,8,8,0,8
10/25/10,64,56,0.18,0,0,8,8,8,0,8
10/26/10,66,57,1.74,0,0,8,8,8,0,8
10/27/10,57,47,T,0,0,8,8,8,0,8
10/28/10,52,40,0,0,0,8,8,8,0,8
10/29/10,45,25,0,0,0,8,8,8,0,8
10/30/10,52,25,0,0,0,8,8,8,0,8
10/31/10,64,25,0,0,0,8,8,8,0,8
11/1/10,64,24,0,0,0,8,8,8,0,8
11/2/10,53,24,0,0,0,8,8,8,0,8
11/3/10,55,26,0,0,0,8,8,8,0,8
11/4/10,59,26,0,0,0,8,8,8,0,8
11/5/10,47,29,T,0,0,8,8,8,0,8
11/6/10,41,21,0,0,0,8,8,8,0,8
11/7/10,49,22,0,0,0,8,8,8,0,8
11/8/10,61,32,0,0,0,8,8,8,0,8
11/9/10,67,32,0,0,0,8,8,8,0,8
11/10/10,69,33,0,0,0,8,8,8,0,8
11/11/10,67,44,0,0,0,8,8,8,0,8
11/12/10,55,41,0.08,0,0,8,8,8,0,8
11/13/10,45,41,0.22,0,0,8,8,8,0,8
11/14/10,49,36,0.22,0,0,8,8,8,0,8
11/15/10,49,27,T,0,0,8,8,8,0,8
11/16/10,52,27,0,0,0,8,8,8,0,8
11/17/10,53,31,0.05,0,0,8,8,8,0,8
11/18/10,41,28,0,0,0,8,8,8,0,8
11/19/10,41,28,0,0,0,8,8,8,0,8
11/20/10,41,26,0,0,0,8,8,8,0,8
11/21/10,39,27,T,0,0,8,8,8,0,8
11/22/10,55,39,0,0,0,8,8,8,0,8
11/23/10,56,19,0.13,0,0,8,8,8,0,8
11/24/10,30,17,0,0,0,8,8,8,0,8
11/25/10,37,24,0.23,0,0,8,8,8,0,8
11/26/10,34,15,T,0,0,8,8,8,0,8
11/27/10,30,15,0,0,0,8,8,8,0,8
11/28/10,33,17,0,0,0,8,8,8,0,8
11/29/10,48,20,0,0,0,8,8,8,0,8
11/30/10,46,36,0.11,0,0,8,8,8,0,8
12/1/10,36,21,T,T,T,8,8,8,0,8
12/2/10,26,15,0,0,0,8,8,8,0,8
12/3/10,30,11,0,0,0,8,8,8,0,8
12/4/10,23,11,0.25,3,3,8,8,8,0,8
12/5/10,31,11,0.08,0.5,3,8,8,8,0,8
12/6/10,22,8,0,0,3,8,8,8,0,8
12/7/10,21,8,0,0,3,8,8,8,0,8
12/8/10,21,7,0,0,3,8,8,8,0,8
12/9/10,24,1,0,0,3,8,8,8,0,8
12/10/10,29,16,0.2,3,6,8,8,8,0,8
12/11/10,35,18,T,T,4,8,8,8,0,8
12/12/10,37,18,0.92,7,9,8,8,8,0,8
12/13/10,18,0,0.05,1,9,8,8,8,0,8
12/14/10,12,-15,0,0,9,8,8,8,0,8
12/15/10,15,-15,0,0,9,8,8,8,0,8
12/16/10,15,-15,0,0,9,8,8,8,0,8
12/17/10,20,8,0,0,9,8,8,8,0,8
12/18/10,21,8,0,0,9,8,8,8,0,8
12/19/10,18,5,0,0,9,8,8,8,0,8
12/20/10,22,-2,0,0,8,8,8,8,0,8
12/21/10,29,12,0.33,3.5,10,8,8,8,0,8
12/22/10,31,20,T,T,10,8,8,8,0,8
12/23/10,34,12,0,0,10,8,8,8,0,8
12/24/10,27,18,T,T,10,8,8,8,0,8
12/25/10,29,22,0.16,1.4,11,8,8,8,0,8
12/26/10,30,11,T,T,11,8,8,8,0,8
12/27/10,25,18,0,0,11,8,8,8,0,8
12/28/10,25,11,0,0,10,8,8,8,0,8
12/29/10,30,4,0,0,10,8,8,8,0,8
12/30/10,37,10,0.02,0,8,8,8,8,0,8
12/31/10,45,36,T,0,3,8,8,8,0,8
1/1/11,46,14,T,0,T,8,8,8,0,8
1/2/11,14,7,0,0,T,8,8,8,0,8
1/3/11,24,7,0,0,T,8,8,8,0,8
1/4/11,30,20,0.01,T,T,8,8,8,0,8
1/5/11,20,3,T,T,T,8,8,8,0,8
1/6/11,24,3,0.01,0.3,1,8,8,8,0,8
1/7/11,21,12,T,T,1,8,8,8,0,8
1/8/11,17,8,T,T,1,8,8,8,0,8
1/9/11,20,-1,0,0,1,8,8,8,0,8
1/10/11,25,-1,0,0,1,8,8,8,0,8
1/11/11,27,9,0.17,1.5,2,8,8,8,0,8
1/12/11,25,17,0.07,1.4,3,8,8,8,0,8
1/13/11,29,5,T,T,3,8,8,8,0,8
1/14/11,24,4,T,T,3,8,8,8,0,8
1/15/11,22,15,0.21,2,5,8,8,8,0,8
1/16/11,22,-3,0,0,5,8,8,8,0,8
1/17/11,21,4,T,T,4,8,8,8,0,8
1/18/11,29,21,0.23,2.8,6,8,8,8,0,8
1/19/11,24,9,0,0,6,8,8,8,0,8
1/20/11,20,-1,0,0,6,8,8,8,0,8
1/21/11,16,-12,0,0,6,8,8,8,0,8
1/22/11,7,-14,T,T,6,8,8,8,0,8
1/23/11,13,-17,0,0,6,8,8,8,0,8
1/24/11,17,-17,0,0,6,8,8,8,0,8
1/25/11,24,16,0,0,5,8,8,8,0,8
1/26/11,28,15,0,0,5,8,8,8,0,8
1/27/11,23,15,0.12,1.6,7,8,8,8,0,8
1/28/11,26,15,T,T,7,8,8,8,0,8
1/29/11,31,22,T,T,6,8,8,8,0,8
1/30/11,33,20,T,T,6,8,8,8,0,8
1/31/11,28,12,0,0,6,8,8,8,0,8
2/1/11,19,13,0.34,4,10,8,8,8,0,8
2/2/11,20,13,0.62,10,19,8,8,8,0,8
2/3/11,18,-11,0,0,19,8,8,8,0,8
2/4/11,19,-5,0,0,19,8,8,8,0,8
2/5/11,28,2,0,0,19,8,8,8,0,8
2/6/11,29,8,0.05,0.3,19,8,8,8,0,8
2/7/11,31,17,T,T,19,8,8,8,0,8
2/8/11,27,4,T,0.5,19,8,8,8,0,8
2/9/11,12,-3,0,0,19,8,8,8,0,8
2/10/11,12,-18,0,0,19,8,8,8,0,8
2/11/11,14,-18,0,0,19,8,8,8,0,8
2/12/11,29,-13,T,T,19,8,8,8,0,8
2/13/11,35,15,0,0,18,8,8,8,0,8
2/14/11,49,30,0,0,12,8,8,8,0,8
2/15/11,44,23,0,0,10,8,8,8,0,8
2/16/11,44,23,0,0,9,8,8,8,0,8
2/17/11,48,27,0,0,6,8,8,8,0,8
2/18/11,52,31,0,0,3,8,8,8,0,8
2/19/11,41,18,0,0,2,8,8,8,0,8
2/20/11,35,17,0,0,2,8,8,8,0,8
2/21/11,33,26,0.81,1.5,2,8,8,8,0,8
2/22/11,26,12,0.09,2.3,4,8,8,8,0,8
2/23/11,29,12,0,0,3,8,8,8,0,8
2/24/11,32,25,0,0,2,8,8,8,0,8
2/25/11,34,23,0,0,2,8,8,8,0,8
2/26/11,29,7,0.02,0.5,3,8,8,8,0,8
2/27/11,17,5,0.06,3.1,4,8,8,8,0,8
2/28/11,30,13,0,0,3,8,8,8,0,8
3/1/11,34,13,0,0,3,8,8,8,0,8
3/2/11,44,13,0,0,2,8,8,8,0,8
3/3/11,27,13,0,0,2,8,8,8,0,8
3/4/11,41,13,0.15,0,1,8,8,8,0,8
3/5/11,41,31,T,0,0,8,8,8,0,8
3/6/11,31,14,0,0,0,8,8,8,0,8
3/7/11,31,14,0,0,0,8,8,8,0,8
3/8/11,35,25,T,T,T,8,8,8,0,8
3/9/11,41,31,0.49,4.4,4,8,8,8,0,8
3/10/11,41,31,0.05,0,4,8,8,8,0,8
3/11/11,41,17,0,0,2,8,8,8,0,8
3/12/11,45,18,0,0,1,8,8,8,0,8
3/13/11,34,22,0,0,1,8,8,8,0,8
3/14/11,40,18,0,0,0,8,8,8,0,8
3/15/11,44,18,0,0,0,8,8,8,0,8
3/16/11,52,21,0,0,0,8,8,8,0,8
3/17/11,60,21,0,0,0,8,8,8,0,8
3/18/11,59,34,0,0,0,8,8,8,0,8
3/19/11,59,23,0,0,0,8,8,8,0,8
3/20/11,54,25,0.21,0,0,8,8,8,0,8
3/21/11,45,38,1.38,0,0,8,8,8,0,8
3/22/11,46,34,0.16,0,0,8,8,8,0,8
3/23/11,46,32,1.29,0,0,8,8,8,0,8
3/24/11,32,17,T,0,0,8,8,8,0,8
3/25/11,35,17,0,0,0,8,8,8,0,8
3/26/11,35,17,0,0,0,8,8,8,0,8
3/27/11,31,17,0,0,0,8,8,8,0,8
3/28/11,36,14,0,0,0,8,8,8,0,8
3/29/11,41,15,0,0,0,8,8,8,0,8
3/30/11,46,19,0,0,0,8,8,8,0,8
3/31/11,49,19,0,0,0,8,8,8,0,8
4/1/11,51,19,0,0,0,8,8,8,0,8
4/2/11,51,19,0.15,0,0,8,8,8,0,8
4/3/11,54,34,0.12,0,0,8,8,8,0,8
4/4/11,46,38,0.31,0,0,8,8,8,0,8
4/5/11,48,29,T,0,0,8,8,8,0,8
4/6/11,53,31,0.15,0,0,8,8,8,0,8
4/7/11,59,33,0,0,0,8,8,8,0,8
4/8/11,59,33,0,0,0,8,8,8,0,8
4/9/11,57,43,T,0,0,8,8,8,0,8
4/10/11,64,47,0.2,0,0,8,8,8,0,8
4/11/11,81,50,0.07,0,0,8,8,8,0,8
4/12/11,62,33,0,0,0,8,8,8,0,8
4/13/11,64,33,0,0,0,8,8,8,0,8
4/14/11,72,36,0.03,0,0,8,8,8,0,8
4/15/11,42,35,T,0,0,8,8,8,0,8
4/16/11,46,35,0.46,0,0,8,8,8,0,8
4/17/11,39,33,0.08,T,0,8,8,8,0,8
4/18/11,52,33,0.02,0,0,8,8,8,0,8
4/19/11,49,32,0.02,0,0,8,8,8,0,8
4/20/11,34,31,1.26,2,2,8,8,8,0,8
4/21/11,41,26,0,0,T,8,8,8,0,8
4/22/11,54,29,0.01,0,0,8,8,8,0,8
4/23/11,45,40,0.19,0,0,8,8,8,0,8
4/24/11,57,42,0,0,0,8,8,8,0,8
4/25/11,58,36,0,0,0,8,8,8,0,8
4/26/11,65,37,0.54,0,0,8,8,8,0,8
4/27/11,53,42,0.67,0,0,8,8,8,0,8
4/28/11,46,38,0.01,0,0,8,8,8,0,8
4/29/11,44,29,0,0,0,8,8,8,0,8
4/30/11,65,32,0.02,0,0,8,8,8,0,8
5/1/11,71,44,0.01,0,0,8,8,8,0,8
5/2/11,53,33,0,0,0,8,8,8,0,8
5/3/11,52,35,0,0,0,8,8,8,0,8
5/4/11,45,26,0,0,0,8,8,8,0,8
5/5/11,63,29,0.03,0,0,8,8,8,0,8
5/6/11,63,29,0.02,0,0,8,8,8,0,8
5/7/11,69,45,0,0,0,8,8,8,0,8
5/8/11,67,35,0,0,0,8,8,8,0,8
5/9/11,71,39,0,0,0,8,8,8,0,8
5/10/11,67,51,0.5,0,0,8,8,8,0,8
5/11/11,86,51,0.01,0,0,8,8,8,0,8
5/12/11,80,60,0.36,0,0,8,8,8,0,8
5/13/11,85,57,0.01,M,M,8,8,8,,
5/14/11,85,47,0.11,M,M,8,8,8,,
5/15/11,52,47,0.08,M,M,8,8,8,,
5/16/11,63,36,0,M,M,8,8,8,,
5/17/11,63,31,0,M,M,8,8,8,,
5/18/11,66,38,0,M,M,8,8,8,,
5/19/11,59,48,0.06,M,M,8,8,8,,
5/20/11,73,46,0,M,M,8,8,8,,
